store,item,date,sales_forecast,day_in_forecast
4,1,2018-01-18,28.476204,18
4,1,2018-01-19,28.224834,19
4,1,2018-01-20,28.03371,20
4,1,2018-01-21,28.810389,21
4,1,2018-01-22,28.341938,22
4,1,2018-01-23,28.797718,23
4,1,2018-01-24,31.005508,24
4,1,2018-01-25,27.75164,25
4,1,2018-01-26,26.447725,26
4,1,2018-01-27,27.62969,27
4,1,2018-01-28,26.686634,28
4,1,2018-01-29,27.409737,29
4,1,2018-01-30,26.827806,30
4,1,2018-01-31,26.808493,31
4,1,2018-02-01,25.24618,32
4,1,2018-02-02,25.80214,33
4,1,2018-02-03,25.157734,34
4,1,2018-02-04,24.56174,35
4,1,2018-02-05,25.456093,36
4,1,2018-02-06,24.401947,37
4,1,2018-02-07,24.99554,38
4,1,2018-02-08,25.328934,39
4,1,2018-02-09,26.54371,40
4,1,2018-02-10,24.005688,41
4,1,2018-02-11,25.636225,42
4,1,2018-02-12,24.445917,43
4,1,2018-02-13,25.79851,44
4,1,2018-02-14,24.682144,45
4,1,2018-02-15,24.927813,46
4,1,2018-02-16,25.627316,47
4,1,2018-02-17,22.394337,48
4,1,2018-02-18,27.18232,49
4,1,2018-02-19,24.181396,50
4,1,2018-02-20,26.719376,51
4,1,2018-02-21,26.60485,52
4,1,2018-02-22,27.31209,53
4,1,2018-02-23,25.360836,54
4,1,2018-02-24,25.143694,55
4,1,2018-02-25,24.442303,56
4,1,2018-02-26,23.169788,57
4,1,2018-02-27,25.23993,58
4,1,2018-02-28,24.665941,59
4,1,2018-03-01,26.321722,60
4,1,2018-03-02,25.783583,61
4,1,2018-03-03,23.130922,62
4,1,2018-03-04,24.646368,63
4,1,2018-03-05,24.173292,64
4,1,2018-03-06,24.461374,65
4,1,2018-03-07,24.134436,66
4,1,2018-03-08,22.768143,67
4,1,2018-03-09,23.536877,68
4,1,2018-03-10,21.19912,69
4,1,2018-03-11,22.168882,70
4,1,2018-03-12,22.588903,71
4,1,2018-03-13,24.311766,72
4,1,2018-03-14,24.00933,73
4,1,2018-03-15,23.156464,74
4,1,2018-03-16,23.52245,75
4,1,2018-03-17,23.118734,76
4,1,2018-03-18,22.176386,77
4,1,2018-03-19,23.465658,78
4,1,2018-03-20,23.842133,79
4,1,2018-03-21,24.643726,80
4,1,2018-03-22,24.63397,81
4,1,2018-03-23,24.95609,82
4,1,2018-03-24,22.663815,83
4,1,2018-03-25,23.893215,84
4,1,2018-03-26,21.447294,85
4,1,2018-03-27,23.647858,86
4,1,2018-03-28,24.788164,87
4,1,2018-03-29,23.754848,88
4,1,2018-03-30,24.102743,89
4,1,2018-03-31,22.587233,90
5,1,2018-01-01,20.010504,1
5,1,2018-01-02,21.44428,2
5,1,2018-01-03,21.967287,3
5,1,2018-01-04,21.625841,4
5,1,2018-01-05,22.158539,5
5,1,2018-01-06,19.131317,6
5,1,2018-01-07,20.336405,7
5,1,2018-01-08,20.875816,8
5,1,2018-01-09,21.9671,9
5,1,2018-01-10,22.062231,10
5,1,2018-01-11,19.491735,11
5,1,2018-01-12,21.566689,12
5,1,2018-01-13,20.143751,13
5,1,2018-01-14,21.508673,14
5,1,2018-01-15,21.201712,15
5,1,2018-01-16,21.15022,16
5,1,2018-01-17,21.122845,17
5,1,2018-01-18,21.562746,18
5,1,2018-01-19,21.459038,19
5,1,2018-01-20,21.330532,20
5,1,2018-01-21,21.86878,21
5,1,2018-01-22,21.548199,22
5,1,2018-01-23,21.87943,23
5,1,2018-01-24,23.449394,24
5,1,2018-01-25,21.13405,25
5,1,2018-01-26,20.2576,26
5,1,2018-01-27,21.05525,27
5,1,2018-01-28,20.36569,28
5,1,2018-01-29,20.867739,29
5,1,2018-01-30,20.482273,30
5,1,2018-01-31,20.40714,31
5,1,2018-02-01,19.365234,32
5,1,2018-02-02,19.745144,33
5,1,2018-02-03,19.234842,34
5,1,2018-02-04,18.834658,35
5,1,2018-02-05,19.541986,36
5,1,2018-02-06,18.741707,37
5,1,2018-02-07,19.190897,38
5,1,2018-02-08,19.411238,39
5,1,2018-02-09,20.25044,40
5,1,2018-02-10,18.472416,41
5,1,2018-02-11,19.601025,42
5,1,2018-02-12,18.759846,43
5,1,2018-02-13,19.724232,44
5,1,2018-02-14,18.920105,45
5,1,2018-02-15,19.141716,46
5,1,2018-02-16,19.592464,47
5,1,2018-02-17,17.32283,48
5,1,2018-02-18,20.715117,49
5,1,2018-02-19,18.581278,50
5,1,2018-02-20,20.410595,51
5,1,2018-02-21,20.329294,52
5,1,2018-02-22,20.800087,53
5,1,2018-02-23,19.407185,54
5,1,2018-02-24,19.309153,55
5,1,2018-02-25,18.76912,56
5,1,2018-02-26,17.863398,57
5,1,2018-02-27,19.317604,58
5,1,2018-02-28,18.923325,59
5,1,2018-03-01,20.131783,60
5,1,2018-03-02,19.782902,61
5,1,2018-03-03,17.859198,62
5,1,2018-03-04,18.94619,63
5,1,2018-03-05,18.582771,64
5,1,2018-03-06,18.733175,65
5,1,2018-03-07,18.52721,66
5,1,2018-03-08,17.558784,67
5,1,2018-03-09,18.12396,68
5,1,2018-03-10,16.42922,69
5,1,2018-03-11,17.123266,70
5,1,2018-03-12,17.4684,71
5,1,2018-03-13,18.619284,72
5,1,2018-03-14,18.45649,73
5,1,2018-03-15,17.81136,74
5,1,2018-03-16,18.094524,75
5,1,2018-03-17,17.781836,76
5,1,2018-03-18,17.160992,77
5,1,2018-03-19,18.11216,78
5,1,2018-03-20,18.334124,79
5,1,2018-03-21,18.871374,80
5,1,2018-03-22,18.889666,81
5,1,2018-03-23,19.14502,82
5,1,2018-03-24,17.48782,83
5,1,2018-03-25,18.374224,84
5,1,2018-03-26,16.616596,85
5,1,2018-03-27,18.233932,86
5,1,2018-03-28,18.959087,87
5,1,2018-03-29,18.206255,88
5,1,2018-03-30,18.511396,89
5,1,2018-03-31,17.369207,90
6,1,2018-01-01,19.197676,1
6,1,2018-01-02,20.565828,2
6,1,2018-01-03,21.048147,3
6,1,2018-01-04,20.730587,4
6,1,2018-01-05,21.242147,5
6,1,2018-01-06,18.365467,6
6,1,2018-01-07,19.49137,7
6,1,2018-01-08,20.008621,8
6,1,2018-01-09,21.025776,9
6,1,2018-01-10,21.123266,10
6,1,2018-01-11,18.708975,11
6,1,2018-01-12,20.66729,12
6,1,2018-01-13,19.328749,13
6,1,2018-01-14,20.578995,14
6,1,2018-01-15,20.330149,15
6,1,2018-01-16,20.281582,16
6,1,2018-01-17,20.23391,17
6,1,2018-01-18,20.654905,18
6,1,2018-01-19,20.54548,19
6,1,2018-01-20,20.43617,20
6,1,2018-01-21,20.951752,21
6,1,2018-01-22,20.64209,22
6,1,2018-01-23,20.963781,23
6,1,2018-01-24,22.46166,24
6,1,2018-01-25,20.271173,25
6,1,2018-01-26,19.433378,26
6,1,2018-01-27,20.195196,27
6,1,2018-01-28,19.528753,28
6,1,2018-01-29,20.023367,29
6,1,2018-01-30,19.666735,30
6,1,2018-01-31,19.584719,31
6,1,2018-02-01,18.604034,32
6,1,2018-02-02,18.927126,33
6,1,2018-02-03,18.46273,34
6,1,2018-02-04,18.083689,35
6,1,2018-02-05,18.774498,36
6,1,2018-02-06,17.996979,37
6,1,2018-02-07,18.427477,38
6,1,2018-02-08,18.636522,39
6,1,2018-02-09,19.426899,40
6,1,2018-02-10,17.746239,41
6,1,2018-02-11,18.820406,42
6,1,2018-02-12,17.998716,43
6,1,2018-02-13,18.911884,44
6,1,2018-02-14,18.172253,45
6,1,2018-02-15,18.384378,46
6,1,2018-02-16,18.81859,47
6,1,2018-02-17,16.664896,48
6,1,2018-02-18,19.854038,49
6,1,2018-02-19,17.838482,50
6,1,2018-02-20,19.576054,51
6,1,2018-02-21,19.504257,52
6,1,2018-02-22,19.952557,53
6,1,2018-02-23,18.610977,54
6,1,2018-02-24,18.531513,55
6,1,2018-02-25,18.037912,56
6,1,2018-02-26,17.169233,57
6,1,2018-02-27,18.546621,58
6,1,2018-02-28,18.183523,59
6,1,2018-03-01,19.314112,60
6,1,2018-03-02,18.972126,61
6,1,2018-03-03,17.158287,62
6,1,2018-03-04,18.179472,63
6,1,2018-03-05,17.851713,64
6,1,2018-03-06,17.98526,65
6,1,2018-03-07,17.803476,66
6,1,2018-03-08,16.879446,67
6,1,2018-03-09,17.398073,68
6,1,2018-03-10,15.796108,69
6,1,2018-03-11,16.458416,70
6,1,2018-03-12,16.778633,71
6,1,2018-03-13,17.882477,72
6,1,2018-03-14,17.722418,73
6,1,2018-03-15,17.105804,74
6,1,2018-03-16,17.379639,75
6,1,2018-03-17,17.085432,76
6,1,2018-03-18,16.485529,77
6,1,2018-03-19,17.38777,78
6,1,2018-03-20,17.61286,79
6,1,2018-03-21,18.110296,80
6,1,2018-03-22,18.158169,81
6,1,2018-03-23,18.388191,82
6,1,2018-03-24,16.801092,83
6,1,2018-03-25,17.644135,84
6,1,2018-03-26,15.965036,85
6,1,2018-03-27,17.486723,86
6,1,2018-03-28,18.20103,87
6,1,2018-03-29,17.477129,88
6,1,2018-03-30,17.780415,89
6,1,2018-03-31,16.676157,90
7,1,2018-01-01,17.515526,1
7,1,2018-01-02,18.759007,2
7,1,2018-01-03,19.183851,3
7,1,2018-01-04,18.876862,4
7,1,2018-01-05,19.34049,5
7,1,2018-01-06,16.812449,6
7,1,2018-01-07,17.772528,7
7,1,2018-01-08,18.261103,8
7,1,2018-01-09,19.14428,9
7,1,2018-01-10,19.227198,10
7,1,2018-01-11,17.084997,11
7,1,2018-01-12,18.831972,12
7,1,2018-01-13,17.649755,13
7,1,2018-01-14,18.707466,14
7,1,2018-01-15,18.54432,15
7,1,2018-01-16,18.500156,16
7,1,2018-01-17,18.4581,17
7,1,2018-01-18,18.809128,18
7,1,2018-01-19,18.709759,19
7,1,2018-01-20,18.6207,20
7,1,2018-01-21,19.076834,21
7,1,2018-01-22,18.805819,22
7,1,2018-01-23,19.10278,23
7,1,2018-01-24,20.41902,24
7,1,2018-01-25,18.484007,25
7,1,2018-01-26,17.748459,26
7,1,2018-01-27,18.429176,27
7,1,2018-01-28,17.823895,28
7,1,2018-01-29,18.247713,29
7,1,2018-01-30,17.948044,30
7,1,2018-01-31,17.869682,31
7,1,2018-02-01,17.015629,32
7,1,2018-02-02,17.287334,33
7,1,2018-02-03,16.862806,34
7,1,2018-02-04,16.53302,35
7,1,2018-02-05,17.17023,36
7,1,2018-02-06,16.451075,37
7,1,2018-02-07,16.840487,38
7,1,2018-02-08,17.03004,39
7,1,2018-02-09,17.734535,40
7,1,2018-02-10,16.2343,41
7,1,2018-02-11,17.185629,42
7,1,2018-02-12,16.447165,43
7,1,2018-02-13,17.265797,44
7,1,2018-02-14,16.599926,45
7,1,2018-02-15,16.814463,46
7,1,2018-02-16,17.174824,47
7,1,2018-02-17,15.271856,48
7,1,2018-02-18,18.103567,49
7,1,2018-02-19,16.30767,50
7,1,2018-02-20,17.85548,51
7,1,2018-02-21,17.787304,52
7,1,2018-02-22,18.18099,53
7,1,2018-02-23,16.983936,54
7,1,2018-02-24,16.946808,55
7,1,2018-02-25,16.487001,56
7,1,2018-02-26,15.718189,57
7,1,2018-02-27,16.939232,58
7,1,2018-02-28,16.627718,59
7,1,2018-03-01,17.622673,60
7,1,2018-03-02,17.350363,61
7,1,2018-03-03,15.707514,62
7,1,2018-03-04,16.621351,63
7,1,2018-03-05,16.334034,64
7,1,2018-03-06,16.437628,65
7,1,2018-03-07,16.283148,66
7,1,2018-03-08,15.449324,67
7,1,2018-03-09,15.91456,68
7,1,2018-03-10,14.49599,69
7,1,2018-03-11,15.082626,70
7,1,2018-03-12,15.37668,71
7,1,2018-03-13,16.334005,72
7,1,2018-03-14,16.209398,73
7,1,2018-03-15,15.65707,74
7,1,2018-03-16,15.904642,75
7,1,2018-03-17,15.624504,76
7,1,2018-03-18,15.106466,77
7,1,2018-03-19,15.922297,78
7,1,2018-03-20,16.110632,79
7,1,2018-03-21,16.548552,80
7,1,2018-03-22,16.575935,81
7,1,2018-03-23,16.811222,82
7,1,2018-03-24,15.397156,83
7,1,2018-03-25,16.129835,84
7,1,2018-03-26,14.648619,85
7,1,2018-03-27,16.007784,86
7,1,2018-03-28,16.616331,87
7,1,2018-03-29,15.968807,88
7,1,2018-03-30,16.255821,89
7,1,2018-03-31,15.249619,90
8,1,2018-01-01,31.392887,1
8,1,2018-01-02,33.783745,2
8,1,2018-01-03,34.689636,3
8,1,2018-01-04,34.20137,4
8,1,2018-01-05,35.081554,5
8,1,2018-01-06,29.534687,6
8,1,2018-01-07,31.984829,7
8,1,2018-01-08,32.73106,8
8,1,2018-01-09,34.836906,9
8,1,2018-01-10,34.893833,10
8,1,2018-01-11,30.412834,11
8,1,2018-01-12,34.099087,12
8,1,2018-01-13,31.45993,13
8,1,2018-01-14,34.291664,14
8,1,2018-01-15,33.321167,15
8,1,2018-01-16,33.315662,16
8,1,2018-01-17,33.175106,17
8,1,2018-01-18,34.234764,18
8,1,2018-01-19,33.87875,19
8,1,2018-01-20,33.591465,20
8,1,2018-01-21,34.59598,21
8,1,2018-01-22,34.033432,22
8,1,2018-01-23,34.538723,23
8,1,2018-01-24,37.346626,24
8,1,2018-01-25,33.26719,25
8,1,2018-01-26,31.609562,26
8,1,2018-01-27,33.068386,27
8,1,2018-01-28,31.947857,28
8,1,2018-01-29,32.836025,29
8,1,2018-01-30,32.10587,30
8,1,2018-01-31,32.088688,31
8,1,2018-02-01,30.069693,32
8,1,2018-02-02,30.81031,33
8,1,2018-02-03,30.051119,34
8,1,2018-02-04,29.280787,35
8,1,2018-02-05,30.346817,36
8,1,2018-02-06,29.068773,37
8,1,2018-02-07,29.797323,38
8,1,2018-02-08,30.207548,39
8,1,2018-02-09,31.774364,40
8,1,2018-02-10,28.58755,41
8,1,2018-02-11,30.633404,42
8,1,2018-02-12,29.175198,43
8,1,2018-02-13,30.850016,44
8,1,2018-02-14,29.450392,45
8,1,2018-02-15,29.698635,46
8,1,2018-02-16,30.620403,47
8,1,2018-02-17,26.549562,48
8,1,2018-02-18,32.5461,49
8,1,2018-02-19,28.769073,50
8,1,2018-02-20,31.978886,51
8,1,2018-02-21,31.84251,52
8,1,2018-02-22,32.751957,53
8,1,2018-02-23,30.30682,54
8,1,2018-02-24,29.931456,55
8,1,2018-02-25,29.132753,56
8,1,2018-02-26,27.534042,57
8,1,2018-02-27,30.148556,58
8,1,2018-02-28,29.395418,59
8,1,2018-03-01,31.44905,60
8,1,2018-03-02,30.740574,61
8,1,2018-03-03,27.460814,62
8,1,2018-03-04,29.344046,63
8,1,2018-03-05,28.776896,64
8,1,2018-03-06,29.174702,65
8,1,2018-03-07,28.734308,66
8,1,2018-03-08,27.03967,67
8,1,2018-03-09,28.022789,68
8,1,2018-03-10,25.093863,69
8,1,2018-03-11,26.30423,70
8,1,2018-03-12,26.824059,71
8,1,2018-03-13,29.012163,72
8,1,2018-03-14,28.579834,73
8,1,2018-03-15,27.54569,74
8,1,2018-03-16,27.98821,75
8,1,2018-03-17,27.504505,76
8,1,2018-03-18,26.318548,77
8,1,2018-03-19,27.87683,78
8,1,2018-03-20,28.40184,79
8,1,2018-03-21,29.426167,80
8,1,2018-03-22,29.389606,81
8,1,2018-03-23,29.755865,82
8,1,2018-03-24,26.913265,83
8,1,2018-03-25,28.437086,84
8,1,2018-03-26,25.383503,85
8,1,2018-03-27,28.110952,86
8,1,2018-03-28,29.598753,87
8,1,2018-03-29,28.324951,88
8,1,2018-03-30,28.724499,89
8,1,2018-03-31,26.89394,90
9,1,2018-01-01,26.002783,1
9,1,2018-01-02,27.928179,2
9,1,2018-01-03,28.632442,3
9,1,2018-01-04,28.22512,4
9,1,2018-01-05,28.944342,5
9,1,2018-01-06,24.621572,6
9,1,2018-01-07,26.467161,7
9,1,2018-01-08,27.114597,8
9,1,2018-01-09,28.689234,9
9,1,2018-01-10,28.779806,10
9,1,2018-01-11,25.266123,11
9,1,2018-01-12,28.14173,12
9,1,2018-01-13,26.113445,13
9,1,2018-01-14,28.18772,14
9,1,2018-01-15,27.574392,15
9,1,2018-01-16,27.551735,16
9,1,2018-01-17,27.45257,17
9,1,2018-01-18,28.20696,18
9,1,2018-01-19,27.934706,19
9,1,2018-01-20,27.752777,20
9,1,2018-01-21,28.555357,21
9,1,2018-01-22,28.085812,22
9,1,2018-01-23,28.53324,23
9,1,2018-01-24,30.697454,24
9,1,2018-01-25,27.520235,25
9,1,2018-01-26,26.231152,26
9,1,2018-01-27,27.37545,27
9,1,2018-01-28,26.450754,28
9,1,2018-01-29,27.162203,29
9,1,2018-01-30,26.590374,30
9,1,2018-01-31,26.574512,31
9,1,2018-02-01,25.009516,32
9,1,2018-02-02,25.582647,33
9,1,2018-02-03,24.928783,34
9,1,2018-02-04,24.351229,35
9,1,2018-02-05,25.245672,36
9,1,2018-02-06,24.184242,37
9,1,2018-02-07,24.778204,38
9,1,2018-02-08,25.112484,39
9,1,2018-02-09,26.308435,40
9,1,2018-02-10,23.814695,41
9,1,2018-02-11,25.415194,42
9,1,2018-02-12,24.25953,43
9,1,2018-02-13,25.568733,44
9,1,2018-02-14,24.484058,45
9,1,2018-02-15,24.724417,46
9,1,2018-02-16,25.41733,47
9,1,2018-02-17,22.206636,48
9,1,2018-02-18,26.95181,49
9,1,2018-02-19,23.96721,50
9,1,2018-02-20,26.490923,51
9,1,2018-02-21,26.368036,52
9,1,2018-02-22,27.065962,53
9,1,2018-02-23,25.122602,54
9,1,2018-02-24,24.898176,55
